,codigo_curso,curso,codigo_estabelecimento,estabelecimento,escola,regime_pos_laboral,regime_noturno,total_candidatos_1op,total_colocados_1op,proporcao_colocados
216,L085,Tecnologias e Gestão Municipal,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,6,4,66.7
217,L100,Tecnologias do Petróleo,3154,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia do Barreiro,0,0,6,6,100.0
218,9345,Matemática Aplicada e Computação,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,99,55,55.6
219,9119,Engenharia Informática,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,148,118,79.7
220,9821,Ciências da Educação e da Formação,201,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0,0,13,9,69.2
221,9476,Finanças Empresariais,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,0,0,43,11,25.6
222,9003,Agronomia,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,0,0,14,14,100.0
223,8015,Solicitadoria,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,1,0,18,6,33.3
224,9633,Tradução e Interpretação de Língua Gestual Portuguesa,3151,Instituto Politécnico de Setúbal,Escola Superior de Educação,0,0,12,10,83.3
225,9351,Ciências Biomédicas,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,40,22,55.0
226,8337,Imagem Animada,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,50,33,66.0
227,9869,Contabilidade,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,1,0,6,6,100.0
228,9242,Solicitadoria,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,29,12,41.4
229,L329,Tecnologias Digitais e Segurança de Informação,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,31,18,58.1
230,L299,Automação e Sistemas de Produção,3014,Universidade de Aveiro,"Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",0,0,19,13,68.4
231,9005,Animação Sociocultural,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,10,10,100.0
232,9096,Engenharia de Materiais,300,Universidade de Aveiro,D,0,0,3,3,100.0
233,9132,Estudos Artísticos,505,Universidade de Coimbra,Faculdade de Letras,0,0,36,26,72.2
234,9869,Contabilidade,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,1,0,10,7,70.0
235,9500,Enfermagem,7005,Instituto Politécnico de Beja,Escola Superior de Saúde,0,0,26,17,65.4
236,9023,Ciências da Comunicação,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,327,91,27.8
237,L162,Engenharia Naval e Oceânica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,38,8,21.1
238,9081,Economia,503,Universidade de Coimbra,Faculdade de Economia,0,0,108,32,29.6
239,L295,Engenharia Mecânica Computacional,400,Universidade da Beira Interior,D,0,0,1,1,100.0
240,L116,Secretariado de Administração,3186,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Lamego,0,0,10,10,100.0
241,9162,Gestão do Desporto,1510,Universidade de Lisboa,Faculdade de Motricidade Humana,0,0,106,20,18.9
242,9870,Contabilidade e Administração,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,44,18,40.9
243,9016,Biotecnologia,3185,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,0,0,8,8,100.0
244,9994,Gestão de Empresas,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,1,0,26,7,26.9
245,9240,Sociologia,604,Universidade de Évora,Escola de Ciências Sociais,0,0,17,11,64.7
246,9210,Matemática Aplicada à Economia e à Gestão,1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,149,60,40.3
247,9058,Contabilidade e Administração,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,0,0,104,26,25.0
248,9056,Contabilidade,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,0,0,50,13,26.0
249,9119,Engenharia Informática,300,Universidade de Aveiro,D,0,0,170,74,43.5
250,9183,Informação Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,0,0,26,26,100.0
251,9994,Gestão de Empresas,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,1,0,3,3,100.0
252,9841,Reabilitação Psicomotora,1510,Universidade de Lisboa,Faculdade de Motricidade Humana,0,0,39,18,46.2
253,8015,Solicitadoria,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,1,0,6,6,100.0
254,9078,Direito,1504,Universidade de Lisboa,Faculdade de Direito,0,0,696,279,40.1
255,8149,Dietética e Nutrição,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,54,24,44.4
256,9081,Economia,400,Universidade da Beira Interior,D,0,0,17,11,64.7
257,9254,Turismo,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,36,24,66.7
258,9089,Engenharia Civil,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,1,1,100.0
259,9850,Desporto e Atividade Física,3052,Instituto Politécnico de Castelo Branco,Escola Superior de Educação de Castelo Branco,0,0,47,37,78.7
260,9853,Educação Básica,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,58,29,50.0
261,9147,Gestão,1308,Universidade da Madeira,Faculdade de Ciências Sociais,0,0,109,50,45.9
262,9085,Enfermagem Veterinária,3041,Instituto Politécnico de Bragança,Escola Superior Agrária de Bragança,0,0,23,23,100.0
263,L304,Saúde Digital,7230,Instituto Politécnico do Porto,Escola Superior de Saúde,0,0,6,6,100.0
264,9242,Solicitadoria,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,0,0,80,16,20.0
265,9013,Biologia Marinha,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,73,47,64.4
266,9109,Engenharia Eletrotécnica,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,13,13,100.0
267,9500,Enfermagem,3155,Instituto Politécnico de Setúbal,Escola Superior de Saúde,0,0,79,34,43.0
268,L066,Imagem Médica e Radioterapia,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,55,34,61.8
269,9015,Bioquímica,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,12,10,83.3
270,9089,Engenharia Civil,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,5,5,100.0
271,9759,Fiscalidade,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,0,0,19,7,36.8
272,L066,Imagem Médica e Radioterapia,3013,Universidade de Aveiro,Escola Superior de Saúde de Aveiro,0,0,26,17,65.4
273,9048,Cinema,400,Universidade da Beira Interior,D,0,0,65,42,64.6
274,9835,Matemática e Aplicações,400,Universidade da Beira Interior,D,0,0,4,4,100.0
275,L331,Computação Criativa e Realidade Virtual,400,Universidade da Beira Interior,D,0,0,16,16,100.0
276,9851,Desporto e Bem-Estar,3101,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,0,0,65,38,58.5
277,L136,Osteopatia,7230,Instituto Politécnico do Porto,Escola Superior de Saúde,0,0,24,11,45.8
278,9119,Engenharia Informática,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,62,30,48.4
279,9135,Estudos Europeus,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,10,10,100.0
280,9991,Gestão,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,74,25,33.8
281,9448,Antropologia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,30,21,70.0
282,9996,Gestão Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,1,0,17,12,70.6
283,9640,Gestão de Recursos Humanos e Comportamento Organizacional,3241,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,0,0,20,20,100.0
284,9002,Administração Pública,300,Universidade de Aveiro,D,0,0,63,21,33.3
285,9069,Design,1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,47,27,57.4
286,9847,Medicina Veterinária,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,105,24,22.9
287,9086,Engenharia Agronómica,3185,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,0,0,1,1,100.0
288,9254,Turismo,3082,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",0,0,35,34,97.1
289,9500,Enfermagem,7085,Instituto Politécnico de Viseu,Escola Superior de Saúde de Viseu,0,0,58,57,98.3
290,9504,Fisioterapia,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,189,41,21.7
291,9143,Geografia,505,Universidade de Coimbra,Faculdade de Letras,0,0,73,50,68.5
292,L227,Inteligência Artificial e Ciência de Dados,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,9,9,100.0
293,8149,Dietética e Nutrição,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,35,22,62.9
294,9185,Informática,160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,20,20,100.0
295,9147,Gestão,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,68,26,38.2
296,8309,Design de Jogos Digitais,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,15,15,100.0
297,9069,Design,300,Universidade de Aveiro,D,0,0,127,42,33.1
298,9257,Arquitetura,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,34,25,73.5
299,9751,Engenharia Mecatrónica,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,1,1,100.0
300,9147,Gestão,604,Universidade de Évora,Escola de Ciências Sociais,0,0,84,40,47.6
301,9003,Agronomia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,17,17,100.0
302,9147,Gestão,1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,241,46,19.1
303,L173,Estudos de Filosofia e de Cultura Contemporânea,604,Universidade de Évora,Escola de Ciências Sociais,0,0,5,5,100.0
304,9498,Contabilidade e Fiscalidade,3164,Instituto Politécnico de Viana do Castelo,Escola Superior de Ciências Empresariais,0,0,15,12,80.0
305,9707,Ciências do Desporto,400,Universidade da Beira Interior,D,0,0,72,45,62.5
306,9122,Engenharia Informática e Telecomunicações,3186,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Lamego,0,0,3,3,100.0
307,9807,Tradução e Interpretação em Língua Gestual Portuguesa,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,13,10,76.9
308,L307,Saúde Digital e Inovação Biomédica,1108,Universidade do Porto,Faculdade de Medicina,0,0,83,31,37.3
309,9474,Engenharia Biológica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,60,32,53.3
310,9205,Marketing,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,61,31,50.8
311,9351,Ciências Biomédicas,400,Universidade da Beira Interior,D,0,0,57,35,61.4
312,9022,Ciências Agrárias,140,Universidade dos Açores,Faculdade de Ciências Agrárias e do Ambiente,0,0,5,5,100.0
313,8571,Ciênc de Engenharia-Eng Mecânica; Eng Eletrotécnica e de Computadores (Pre),160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,11,11,100.0
314,9016,Biotecnologia,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,14,12,85.7
315,9123,Engenharia Mecânica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,296,104,35.1
316,9045,Ciências Empresariais,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,90,28,31.1
317,9181,História,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,39,17,43.6
318,9219,Psicologia,604,Universidade de Évora,Escola de Ciências Sociais,0,0,118,27,22.9
319,9813,Medicina,901,Universidade Nova de Lisboa,Faculdade de Ciências Médicas,0,0,314,210,66.9
320,9548,Medicina Dentária,506,Universidade de Coimbra,Faculdade de Medicina,0,0,127,34,26.8
321,L099,Comunicação e Media,3101,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,0,0,46,23,50.0
322,L233,Engenharia Física Tecnológica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,153,104,68.0
323,9875,Direção e Gestão Hoteleira,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,1,0,22,16,72.7
324,9003,Agronomia,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,15,15,100.0
325,9853,Educação Básica,3142,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,0,0,35,22,62.9
326,L311,"Tecnologias Digitais, Edifícios e Construção Sustentável",6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,17,7,41.2
327,9074,Design Industrial,400,Universidade da Beira Interior,D,0,0,14,5,35.7
328,8358,Direito,1504,Universidade de Lisboa,Faculdade de Direito,1,0,54,8,14.8
329,8516,Organização e Gestão Empresariais,3164,Instituto Politécnico de Viana do Castelo,Escola Superior de Ciências Empresariais,0,0,20,16,80.0
330,9853,Educação Básica,3101,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,0,0,81,43,53.1
331,L068,Ciências Biomédicas Laboratoriais,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,40,24,60.0
332,9229,Relações Internacionais,604,Universidade de Évora,Escola de Ciências Sociais,0,0,67,23,34.3
333,9751,Engenharia Mecatrónica,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,12,12,100.0
334,9727,Design do Produto,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,35,19,54.3
335,9817,Artes Visuais,201,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0,0,19,11,57.9
336,9853,Educação Básica,604,Universidade de Évora,Escola de Ciências Sociais,0,0,29,21,72.4
337,9500,Enfermagem,7092,Universidade dos Açores,Escola Superior de Saúde,0,0,20,20,100.0
338,9121,Engenharia Informática e de Computadores,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,329,165,50.2
339,9006,Arqueologia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,20,16,80.0
340,8405,Gestão da Qualidade,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,15,6,40.0
341,9743,Engenharia Civil e do Ambiente,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,3,3,100.0
342,9081,Economia,1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,144,25,17.4
343,8407,Engenharia da Computação Gráfica e Multimédia,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,6,6,100.0
344,9492,Tradução e Interpretação: Português/Chinês - Chinês/Português,3101,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,0,0,19,18,94.7
345,9196,Línguas e Relações Empresariais,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,52,29,55.8
346,9554,Ciências da Nutrição,1507,Universidade de Lisboa,Faculdade de Medicina,0,0,26,15,57.7
347,9012,Biologia e Geologia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,6,6,100.0
348,9056,Contabilidade,3241,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,0,0,5,5,100.0
349,9003,Agronomia,3051,Instituto Politécnico de Castelo Branco,Escola Superior Agrária de Castelo Branco,0,0,6,6,100.0
350,9152,Gestão de Empresas,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,72,52,72.2
351,L280,Tecnologias Digitais e Gestão,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,25,6,24.0
352,8184,Optometria e Ciências da Visão,400,Universidade da Beira Interior,D,0,0,11,11,100.0
353,L093,Biotecnologia Alimentar,3051,Instituto Politécnico de Castelo Branco,Escola Superior Agrária de Castelo Branco,0,0,3,3,100.0
354,9803,Teatro e Artes Performativas,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,6,6,100.0
355,9181,História,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,83,37,44.6
356,9707,Ciências do Desporto,1510,Universidade de Lisboa,Faculdade de Motricidade Humana,0,0,263,153,58.2
357,9910,Engenharia de Energias Renováveis,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,1,1,100.0
358,9023,Ciências da Comunicação,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,63,17,27.0
359,9084,Educação Social,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,30,18,60.0
360,9725,Design de Interiores e Equipamento,3055,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas,0,0,60,31,51.7
361,9016,Biotecnologia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,13,13,100.0
362,9853,Educação Básica,1308,Universidade da Madeira,Faculdade de Ciências Sociais,0,0,57,21,36.8
363,L003,Zootecnia,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,0,0,7,7,100.0
364,9994,Gestão de Empresas,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,1,0,5,5,100.0
365,9076,Direção e Gestão Hoteleira,3046,Instituto Politécnico de Bragança,Escola Superior de Hotelaria e Bem-Estar,0,0,2,2,100.0
366,9020,Ciência Política e Relações Internacionais,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,310,94,30.3
367,9070,Design de Comunicação,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,45,30,66.7
368,L123,Gestão Marinha e Costeira,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,12,12,100.0
369,8141,Audiologia,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,2,1,50.0
370,9066,Criminologia,1114,Universidade do Porto,Faculdade de Direito,0,0,139,24,17.3
371,8517,Tecnologia e Design de Mobiliário,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,2,2,100.0
372,9813,Medicina,400,Universidade da Beira Interior,D,0,0,80,35,43.8
373,9787,Património Cultural,604,Universidade de Évora,Escola de Ciências Sociais,0,0,4,4,100.0
374,9081,Economia,1104,Universidade do Porto,Faculdade de Economia,0,0,309,125,40.5
375,9853,Educação Básica,3151,Instituto Politécnico de Setúbal,Escola Superior de Educação,0,0,62,28,45.2
376,8393,Português,505,Universidade de Coimbra,Faculdade de Letras,0,0,28,19,67.9
377,L052,Engenharia Informática e Multimédia,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,89,52,58.4
378,9177,Gestão Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,0,0,74,32,43.2
379,9494,Ciências Farmacêuticas,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,51,29,56.9
380,9991,Gestão,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,1,0,13,11,84.6
381,L282,Tecnologias Digitais e Saúde,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,7,7,100.0
382,9126,Engenharia Química e Biológica,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,4,4,100.0
383,L161,Ortóptica e Ciências da Visão,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,19,12,63.2
384,9011,Biologia,160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,18,18,100.0
385,9196,Línguas e Relações Empresariais,1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,66,39,59.1
386,9257,Arquitetura,400,Universidade da Beira Interior,D,0,0,68,9,13.2
387,9152,Gestão de Empresas,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,84,54,64.3
388,9707,Ciências do Desporto,605,Universidade de Évora,Escola de Saúde e Desenvolvimento Humano,0,0,56,39,69.6
389,9005,Animação Sociocultural,3151,Instituto Politécnico de Setúbal,Escola Superior de Educação,0,0,38,15,39.5
390,A013,Finanças (ensino em inglês),1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,59,12,20.3
391,9204,"Línguas, Literaturas e Culturas",201,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,0,0,21,18,85.7
392,9152,Gestão de Empresas,204,Universidade do Algarve,Faculdade de Economia,0,0,102,55,53.9
393,9240,Sociologia,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,6,6,100.0
394,9888,Finanças,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,1,0,9,9,100.0
395,L040,Educação e Formação,1513,Universidade de Lisboa,Instituto de Educação,0,0,96,32,33.3
396,9254,Turismo,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,34,28,82.4
397,9785,Negócios Internacionais,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,22,21,95.5
398,9123,Engenharia Mecânica,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,13,12,92.3
399,L021,Gestão Comercial,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,34,15,44.1
400,9147,Gestão,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,0,0,248,31,12.5
401,L067,Fisiologia Clínica,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,29,23,79.3
402,L066,Imagem Médica e Radioterapia,7230,Instituto Politécnico do Porto,Escola Superior de Saúde,0,0,73,36,49.3
403,L066,Imagem Médica e Radioterapia,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,54,22,40.7
404,9194,Línguas e Estudos Editoriais,300,Universidade de Aveiro,D,0,0,27,15,55.6
405,9204,"Línguas, Literaturas e Culturas",902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,92,60,65.2
406,9494,Ciências Farmacêuticas,1505,Universidade de Lisboa,Faculdade de Farmácia,0,0,245,157,64.1
407,9485,Secretariado,3052,Instituto Politécnico de Castelo Branco,Escola Superior de Educação de Castelo Branco,0,0,5,5,100.0
408,9089,Engenharia Civil,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,114,87,76.3
409,L259,Biologia e Biotecnologia Alimentar,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,0,0,8,8,100.0
410,9071,Design de Moda,1501,Universidade de Lisboa,Faculdade de Arquitetura,0,0,191,49,25.7
411,9152,Gestão de Empresas,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,0,0,133,22,16.5
412,9119,Engenharia Informática,400,Universidade da Beira Interior,D,0,0,47,47,100.0
413,9139,Filosofia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,30,19,63.3
414,9500,Enfermagem,7001,Escola Superior de Enfermagem de Coimbra,D,0,0,227,189,83.3
415,9085,Enfermagem Veterinária,3051,Instituto Politécnico de Castelo Branco,Escola Superior Agrária de Castelo Branco,0,0,20,20,100.0
416,9205,Marketing,400,Universidade da Beira Interior,D,0,0,23,11,47.8
417,L109,"Turismo, Território e Patrimónios",505,Universidade de Coimbra,Faculdade de Letras,0,0,20,16,80.0
418,9140,Finanças,3031,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,0,0,31,18,58.1
419,9549,Farmácia,7035,Universidade do Algarve,Escola Superior de Saúde,0,0,3,3,100.0
420,9554,Ciências da Nutrição,901,Universidade Nova de Lisboa,Faculdade de Ciências Médicas,0,0,13,9,69.2
421,9379,Ciências do Ambiente,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,2,2,100.0
422,L213,Engenharia Física Aplicada,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,3,3,100.0
423,9085,Enfermagem Veterinária,3185,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,0,0,27,21,77.8
424,L277,Tecnologias Digitais e Inteligência Artificial,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,26,12,46.2
425,9861,Saúde Ambiental,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,12,6,50.0
426,9549,Farmácia,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,44,19,43.2
427,9455,Engenharia Biomédica,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,3,3,100.0
428,9219,Psicologia,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,161,27,16.8
429,8524,Proteção Civil e Gestão de Riscos,160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,8,8,100.0
430,8442,Gestão das Atividades Turísticas,3139,Instituto Politécnico do Porto,Escola Superior de Hotelaria e Turismo,1,0,8,8,100.0
431,9089,Engenharia Civil,300,Universidade de Aveiro,D,0,0,26,15,57.7
432,9219,Psicologia,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,92,20,21.7
433,9179,"Gestão Turística, Cultural e Patrimonial",3186,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Lamego,0,0,4,4,100.0
434,9056,Contabilidade,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,0,0,84,45,53.6
435,9687,Bioinformática,3154,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia do Barreiro,0,0,1,1,100.0
436,9254,Turismo,3182,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,0,0,17,17,100.0
437,9240,Sociologia,400,Universidade da Beira Interior,D,0,0,26,13,50.0
438,L030,Gestão Industrial e Logística,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,24,9,37.5
439,L274,"Política, Economia e Sociedade",6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,25,15,60.0
440,L278,Desenvolvimento de Software e Aplicações,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,16,12,75.0
441,9240,Sociologia,503,Universidade de Coimbra,Faculdade de Economia,0,0,22,11,50.0
442,9015,Bioquímica,1307,Universidade da Madeira,Faculdade de Ciências Exatas e da Engenharia,0,0,19,19,100.0
443,9238,Serviço Social,3052,Instituto Politécnico de Castelo Branco,Escola Superior de Educação de Castelo Branco,0,0,50,44,88.0
444,9185,Informática,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,11,11,100.0
445,L281,Tecnologias Digitais Educativas,6810,ISCTE,Instituto Universitário de Lisboa (Sintra),0,0,20,16,80.0
446,9015,Bioquímica,300,Universidade de Aveiro,D,0,0,51,28,54.9
447,L227,Inteligência Artificial e Ciência de Dados,400,Universidade da Beira Interior,D,0,0,11,11,100.0
448,9023,Ciências da Comunicação,1202,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,0,0,51,23,45.1
