,codigo_curso,curso,codigo_estabelecimento,estabelecimento,escola,regime_pos_laboral,regime_noturno,total_candidatos_1op,total_colocados_1op,proporcao_colocados
690,9227,Recursos Humanos,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,96,29,30.2
691,9500,Enfermagem,7055,Instituto Politécnico de Portalegre,Escola Superior de Saúde,0,0,11,11,100.0
692,9152,Gestão de Empresas,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,151,55,36.4
693,9209,Matemática,300,Universidade de Aveiro,D,0,0,20,16,80.0
694,9229,Relações Internacionais,1000,Universidade do Minho,D,0,0,102,35,34.3
695,9254,Turismo,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,51,25,49.0
696,9630,Gestão de Sistemas de Informação,3153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,0,0,88,45,51.1
697,9500,Enfermagem,7093,Universidade dos Açores,Escola Superior de Saúde,0,0,53,36,67.9
698,9205,Marketing,3092,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,0,0,16,15,93.8
699,9494,Ciências Farmacêuticas,504,Universidade de Coimbra,Faculdade de Farmácia,0,0,190,142,74.7
700,9147,Gestão,3092,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,0,0,25,24,96.0
701,9069,Design,603,Universidade de Évora,Escola de Artes,0,0,58,24,41.4
702,9096,Engenharia de Materiais,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,10,9,90.0
703,9019,Ciência Política,1000,Universidade do Minho,D,0,0,27,8,29.6
704,9023,Ciências da Comunicação,1107,Universidade do Porto,Faculdade de Letras,0,0,232,63,27.2
705,9730,Desporto de Natureza e Turismo Ativo,3145,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,0,0,10,10,100.0
706,L118,Engenharia Eletrotécnica Marítima,7105,Escola Superior Náutica Infante D. Henrique,D,0,0,5,5,100.0
707,9086,Engenharia Agronómica,1103,Universidade do Porto,Faculdade de Ciências,0,0,9,9,100.0
708,8183,Geografia e Planeamento,1000,Universidade do Minho,D,0,0,31,21,67.7
709,9085,Enfermagem Veterinária,3061,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,0,0,54,10,18.5
710,9205,Marketing,3153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,0,0,122,32,26.2
711,9084,Educação Social,3181,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,0,0,38,38,100.0
712,9707,Ciências do Desporto,508,Universidade de Coimbra,Faculdade de Ciências do Desporto e Educação Física,0,0,130,86,66.2
713,9009,Assessoria e Tradução,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,84,34,40.5
714,9351,Ciências Biomédicas,300,Universidade de Aveiro,D,0,0,126,59,46.8
715,9448,Antropologia,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0,0,15,9,60.0
716,9254,Turismo,3121,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,0,0,10,10,100.0
717,L096,Engenharia Geoespacial,1103,Universidade do Porto,Faculdade de Ciências,0,0,3,3,100.0
718,9754,Escultura,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,29,24,82.8
719,9196,Línguas e Relações Empresariais,300,Universidade de Aveiro,D,0,0,95,52,54.7
720,9013,Biologia Marinha,520,Universidade de Coimbra (Campus Figueira da Foz),D,0,0,6,6,100.0
721,9157,Gestão de Recursos Humanos,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0,0,46,22,47.8
722,9668,Gerontologia Social,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,28,17,60.7
723,9696,Ciência de Computadores,1103,Universidade do Porto,Faculdade de Ciências,0,0,58,30,51.7
724,L335,Design de Equipamento e Ambientes,3092,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,0,0,4,4,100.0
725,8438,Relações Públicas e Comunicação Empresarial,3113,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,1,0,21,5,23.8
726,8111,Gestão de Recursos Humanos,3153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,1,0,17,13,76.5
727,8519,Secretariado de Direção e Administração,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,24,12,50.0
728,9707,Ciências do Desporto,1111,Universidade do Porto,Faculdade de Desporto,0,0,256,112,43.8
729,9003,Agronomia,3061,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,0,0,9,9,100.0
730,L009,Ciências Florestais e Recursos Naturais,3061,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,0,0,2,2,100.0
731,9086,Engenharia Agronómica,1515,Universidade de Lisboa,Instituto Superior de Agronomia,0,0,39,39,100.0
732,9070,Design de Comunicação,5402,Universidade do Porto,Faculdade de Belas-Artes,0,0,158,52,32.9
733,9209,Matemática,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,40,34,85.0
734,8258,Arquitetura Paisagista,1103,Universidade do Porto,Faculdade de Ciências,0,0,20,10,50.0
735,9257,Arquitetura,1000,Universidade do Minho,D,0,0,94,27,28.7
736,9089,Engenharia Civil,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,23,19,82.6
737,9125,Engenharia Química,1105,Universidade do Porto,Faculdade de Engenharia,0,0,74,46,62.2
738,9397,Ciências da Computação,1000,Universidade do Minho,D,0,0,37,22,59.5
739,9204,"Línguas, Literaturas e Culturas",1107,Universidade do Porto,Faculdade de Letras,0,0,132,65,49.2
740,9011,Biologia,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,281,134,47.7
741,9003,Agronomia,3021,Instituto Politécnico de Beja,Escola Superior Agrária,0,0,9,9,100.0
742,9731,Desporto e Lazer,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,27,15,55.6
743,9257,Arquitetura,6800,ISCTE,Instituto Universitário de Lisboa,0,0,68,27,39.7
744,9155,Gestão de Informação,906,Universidade Nova de Lisboa,Instituto Superior de Estatística e Gestão de Informação,0,0,86,42,48.8
745,9238,Serviço Social,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0,0,29,17,58.6
746,9254,Turismo,3023,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,0,0,10,10,100.0
747,9675,Animação Socioeducativa,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,38,19,50.0
748,L283,Ciência de Dados e Inteligência Artificial,3092,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,0,0,6,6,100.0
749,9243,Teatro,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,0,0,28,18,64.3
750,9104,Engenharia e Gestão Industrial,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,10,7,70.0
751,9085,Enfermagem Veterinária,3125,Instituto Politécnico de Portalegre,Escola Superior de Biociências de Elvas,0,0,15,15,100.0
752,9866,Comércio Internacional,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,12,6,50.0
753,9873,Design Gráfico,3033,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,1,0,8,4,50.0
754,L196,Mecânica e Informática Industrial,3092,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,0,0,7,7,100.0
755,8014,Serviço Social,3121,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,1,0,2,2,100.0
756,9007,Artes Plásticas,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,0,0,85,46,54.1
757,9173,Gestão Hoteleira,3095,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,0,0,7,7,100.0
758,9381,Estatística Aplicada,1000,Universidade do Minho,D,0,0,4,4,100.0
759,9123,Engenharia Mecânica,1105,Universidade do Porto,Faculdade de Engenharia,0,0,259,127,49.0
760,L147,Estudos Orientais: Estudos Chineses e Japoneses,1000,Universidade do Minho,D,0,0,36,29,80.6
761,9870,Contabilidade e Administração,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,7,6,85.7
762,9927,História Moderna e Contemporânea,6800,ISCTE,Instituto Universitário de Lisboa,0,0,29,13,44.8
763,9209,Matemática,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,21,17,81.0
764,L010,Ciências da Arte e do Património,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,21,19,90.5
765,9186,Informática de Gestão,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,22,16,72.7
766,L209,Engenharia Eletrotécnica e de Computadores,300,Universidade de Aveiro,D,0,0,37,27,73.0
767,9789,Pilotagem,7105,Escola Superior Náutica Infante D. Henrique,D,0,0,87,31,35.6
768,8408,Química Medicinal,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,10,10,100.0
769,L209,Engenharia Eletrotécnica e de Computadores,1105,Universidade do Porto,Faculdade de Engenharia,0,0,202,130,64.4
770,L223,Engenharia Computacional,300,Universidade de Aveiro,D,0,0,10,8,80.0
771,9455,Engenharia Biomédica,1000,Universidade do Minho,D,0,0,76,46,60.5
772,8093,Animação Socioeducativa,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,1,0,2,2,100.0
773,9054,Comunicação Social,3181,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,0,0,34,30,88.2
774,L030,Gestão Industrial e Logística,6800,ISCTE,Instituto Universitário de Lisboa,0,0,59,8,13.6
775,L175,Música em Contextos Comunitários,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,1,1,100.0
776,9113,Engenharia Física,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,26,26,100.0
777,9126,Engenharia Química e Biológica,1000,Universidade do Minho,D,0,0,28,22,78.6
778,9113,Engenharia Física,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,29,17,58.6
779,9242,Solicitadoria,3023,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,0,0,57,27,47.4
780,9774,Língua Gestual Portuguesa,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,19,17,89.5
781,9089,Engenharia Civil,3083,Universidade do Algarve,Instituto Superior de Engenharia,0,0,5,5,100.0
782,9773,Jornalismo e Comunicação,3121,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,0,0,14,12,85.7
783,9105,Engenharia Eletromecânica,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,7,7,100.0
784,9157,Gestão de Recursos Humanos,3153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,0,0,82,27,32.9
785,L288,Estudos de Cultura e Comunicação Intercultural,1506,Universidade de Lisboa,Faculdade de Letras,0,0,56,36,64.3
786,9205,Marketing,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,253,61,24.1
787,8358,Direito,1000,Universidade do Minho,D,1,0,21,1,4.8
788,9139,Filosofia,1000,Universidade do Minho,D,0,0,26,10,38.5
789,9181,História,1107,Universidade do Porto,Faculdade de Letras,0,0,158,66,41.8
790,9209,Matemática,1103,Universidade do Porto,Faculdade de Ciências,0,0,58,43,74.1
791,8339,Comunicação Multimédia,3091,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",0,0,9,9,100.0
792,9104,Engenharia e Gestão Industrial,1000,Universidade do Minho,D,0,0,111,42,37.8
793,9499,Design e Marketing de Moda,1000,Universidade do Minho,D,0,0,98,26,26.5
794,9147,Gestão,6800,ISCTE,Instituto Universitário de Lisboa,0,0,343,88,25.7
795,9011,Biologia,1515,Universidade de Lisboa,Instituto Superior de Agronomia,0,0,27,11,40.7
796,9670,Administração de Publicidade e Marketing,3124,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",0,0,21,21,100.0
797,9015,Bioquímica,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,103,59,57.3
798,9061,Contabilidade e Auditoria,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,53,28,52.8
799,9056,Contabilidade,3092,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,0,0,2,2,100.0
800,L189,Ciência de Dados,6800,ISCTE,Instituto Universitário de Lisboa,1,0,20,6,30.0
801,9853,Educação Básica,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,7,7,100.0
802,L096,Engenharia Geoespacial,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,2,2,100.0
803,9023,Ciências da Comunicação,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0,0,27,19,70.4
804,9141,Física,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,18,18,100.0
805,9135,Estudos Europeus,1506,Universidade de Lisboa,Faculdade de Letras,0,0,56,23,41.1
806,9348,Biologia Celular e Molecular,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,83,54,65.1
807,9709,Ciências e Tecnologia do Ambiente,1103,Universidade do Porto,Faculdade de Ciências,0,0,34,15,44.1
808,8458,Estudos Gerais,1506,Universidade de Lisboa,Faculdade de Letras,0,0,68,32,47.1
809,9146,Geologia,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,10,10,100.0
810,9104,Engenharia e Gestão Industrial,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,5,4,80.0
811,9763,Gestão das Organizações Desportivas,3145,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,0,0,18,10,55.6
812,9089,Engenharia Civil,3053,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,0,0,1,1,100.0
813,9219,Psicologia,507,Universidade de Coimbra,Faculdade de Psicologia e de Ciências da Educação,0,0,413,100,24.2
814,L260,Design Audiovisual,3033,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,0,0,45,20,44.4
815,9081,Economia,6800,ISCTE,Instituto Universitário de Lisboa,0,0,83,14,16.9
816,9053,Comunicação Empresarial,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,94,27,28.7
817,9010,Audiovisual e Multimédia,3113,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,0,0,191,64,33.5
818,8399,Desenho,5402,Universidade do Porto,Faculdade de Belas-Artes,0,0,84,24,28.6
819,9708,Ciências do Meio Aquático,1110,Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,0,0,41,24,58.5
820,L187,Gestão e Planeamento em Turismo,300,Universidade de Aveiro,D,0,0,20,15,75.0
821,L202,Engenharia de Automação Industrial,300,Universidade de Aveiro,D,0,0,15,15,100.0
822,9853,Educação Básica,1000,Universidade do Minho,D,0,0,138,47,34.1
823,9191,Jornalismo,3113,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,0,0,189,30,15.9
824,9257,Arquitetura,1102,Universidade do Porto,Faculdade de Arquitetura,0,0,355,121,34.1
825,9110,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,18,8,44.4
826,9119,Engenharia Informática,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,14,14,100.0
827,L221,Engenharia Aeroespacial,300,Universidade de Aveiro,D,0,0,65,27,41.5
828,9254,Turismo,3054,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,0,0,12,12,100.0
829,9181,História,1506,Universidade de Lisboa,Faculdade de Letras,0,0,97,36,37.1
830,9098,Engenharia de Telecomunicações e Informática,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,16,7,43.8
831,9243,Teatro,1000,Universidade do Minho,D,0,0,23,15,65.2
832,9255,Turismo e Lazer,3095,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,0,0,2,2,100.0
833,9089,Engenharia Civil,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,2,2,100.0
834,9379,Ciências do Ambiente,1000,Universidade do Minho,D,0,0,25,17,68.0
835,9119,Engenharia Informática,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,180,104,57.8
836,L217,Engenharia de Computadores e Informática,300,Universidade de Aveiro,D,0,0,60,33,55.0
837,9098,Engenharia de Telecomunicações e Informática,1000,Universidade do Minho,D,0,0,10,9,90.0
838,8374,Línguas para Relações Internacionais,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,30,29,96.7
839,9563,Desporto,3091,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",0,0,23,15,65.2
840,9243,Teatro,603,Universidade de Évora,Escola de Artes,0,0,23,13,56.5
841,9129,Engenharia Zootécnica,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,5,5,100.0
842,9011,Biologia,1309,Universidade da Madeira,Faculdade de Ciências da Vida,0,0,16,16,100.0
843,9113,Engenharia Física,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,25,17,68.0
844,9119,Engenharia Informática,6800,ISCTE,Instituto Universitário de Lisboa,0,0,141,50,35.5
845,L188,Ciência de Dados,906,Universidade Nova de Lisboa,Instituto Superior de Estatística e Gestão de Informação,0,0,81,38,46.9
846,L204,Engenharia Biomédica e Biofísica,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,29,15,51.7
847,9770,Engenharia Informática (Curso Europeu),3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,17,11,64.7
848,9147,Gestão,3124,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",0,0,26,26,100.0
849,L227,Inteligência Artificial e Ciência de Dados,1103,Universidade do Porto,Faculdade de Ciências,0,0,119,56,47.1
850,L297,Comunicação Social: Jornalismo e Comunicação Empresarial,3243,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Abrantes,0,0,19,15,78.9
851,9058,Contabilidade e Administração,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,214,110,51.4
852,9205,Marketing,1000,Universidade do Minho,D,0,0,95,26,27.4
853,9353,Educação,1000,Universidade do Minho,D,0,0,66,17,25.8
854,9015,Bioquímica,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,77,53,68.8
855,8114,Turismo,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,1,0,2,2,100.0
856,9089,Engenharia Civil,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,29,12,41.4
857,9104,Engenharia e Gestão Industrial,1105,Universidade do Porto,Faculdade de Engenharia,0,0,206,97,47.1
858,9219,Psicologia,1109,Universidade do Porto,Faculdade de Psicologia e de Ciências da Educação,0,0,420,107,25.5
859,9252,Tradução,1506,Universidade de Lisboa,Faculdade de Letras,0,0,67,40,59.7
860,9257,Arquitetura,603,Universidade de Évora,Escola de Artes,0,0,33,13,39.4
861,9186,Informática de Gestão,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,1,1,100.0
862,9182,História da Arte,1107,Universidade do Porto,Faculdade de Letras,0,0,44,21,47.7
863,9016,Biotecnologia,3061,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,0,0,34,29,85.3
864,9563,Desporto,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,22,22,100.0
865,9087,Engenharia Alimentar,1515,Universidade de Lisboa,Instituto Superior de Agronomia,0,0,5,5,100.0
866,9832,Farmácia Biomédica,504,Universidade de Coimbra,Faculdade de Farmácia,0,0,11,9,81.8
867,9917,Estudos Portugueses,1506,Universidade de Lisboa,Faculdade de Letras,0,0,17,14,82.4
868,9119,Engenharia Informática,3053,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,0,0,30,30,100.0
869,9473,Educação Social Gerontológica,3091,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",0,0,3,3,100.0
870,9240,Sociologia,1107,Universidade do Porto,Faculdade de Letras,0,0,55,12,21.8
871,9078,Direito,502,Universidade de Coimbra,Faculdade de Direito,0,0,614,233,37.9
872,9123,Engenharia Mecânica,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,131,39,29.8
873,9847,Medicina Veterinária,1110,Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,0,0,84,44,52.4
874,9207,Marketing Turístico,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,17,17,100.0
875,9133,Estudos Clássicos,1506,Universidade de Lisboa,Faculdade de Letras,0,0,10,10,100.0
876,9238,Serviço Social,6800,ISCTE,Instituto Universitário de Lisboa,0,0,87,11,12.6
877,8307,Artes Visuais e Tecnologias,3112,Instituto Politécnico de Lisboa,Escola Superior de Educação,0,0,104,39,37.5
878,L181,Engenharia Informática Médica,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,10,8,80.0
879,9098,Engenharia de Telecomunicações e Informática,1519,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),0,0,17,17,100.0
880,9540,Bioengenharia,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,9,9,100.0
881,9019,Ciência Política,6800,ISCTE,Instituto Universitário de Lisboa,0,0,78,11,14.1
882,9112,Engenharia Eletrotécnica e de Computadores,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,2,2,100.0
883,9130,Equinicultura,3125,Instituto Politécnico de Portalegre,Escola Superior de Biociências de Elvas,0,0,5,5,100.0
884,9026,Ciências da Educação,507,Universidade de Coimbra,Faculdade de Psicologia e de Ciências da Educação,0,0,43,16,37.2
885,9123,Engenharia Mecânica,1000,Universidade do Minho,D,0,0,101,46,45.5
886,9240,Sociologia,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0,0,32,9,28.1
887,9104,Engenharia e Gestão Industrial,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,59,35,59.3
888,9126,Engenharia Química e Biológica,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,35,29,82.9
889,9074,Design Industrial,3033,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,0,0,50,20,40.0
890,L003,Zootecnia,3061,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,0,0,3,3,100.0
891,9254,Turismo,170,Universidade dos Açores,Faculdade de Economia e Gestão,0,0,20,20,100.0
892,9043,Ciências e Tecnologias da Documentação e Informação,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,22,12,54.5
893,9078,Direito,1000,Universidade do Minho,D,0,0,275,65,23.6
894,9209,Matemática,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,29,22,75.9
895,9853,Educação Básica,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,100,43,43.0
896,9347,Artes Plásticas e Multimédia,3181,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,0,0,33,25,75.8
897,9084,Educação Social,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,34,34,100.0
898,8109,Sociologia,6800,ISCTE,Instituto Universitário de Lisboa,1,0,17,9,52.9
899,8417,Engenharia de Sistemas Informáticos,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,1,0,17,11,64.7
900,9347,Artes Plásticas e Multimédia,603,Universidade de Évora,Escola de Artes,0,0,23,12,52.2
901,9116,Engenharia Geológica,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,3,3,100.0
902,9007,Artes Plásticas,5402,Universidade do Porto,Faculdade de Belas-Artes,0,0,145,57,39.3
903,9192,Línguas Aplicadas,1000,Universidade do Minho,D,0,0,65,26,40.0
904,9209,Matemática,1000,Universidade do Minho,D,0,0,42,29,69.0
905,9351,Ciências Biomédicas,206,Universidade do Algarve,Faculdade de Medicina e Ciências Biomédicas,0,0,42,39,92.9
906,L310,Ciência de Dados para a Gestão,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,36,16,44.4
907,9058,Contabilidade e Administração,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,22,15,68.2
908,8102,Administração Pública,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,1,0,15,9,60.0
909,9147,Gestão,3087,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",0,0,24,20,83.3
910,9629,Gestão da Distribuição e da Logística,3153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,0,0,67,27,40.3
911,L097,Estudos Comparatistas,1506,Universidade de Lisboa,Faculdade de Letras,0,0,7,7,100.0
912,9178,Gestão Turística e Hoteleira,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,14,14,100.0
913,9015,Bioquímica,1000,Universidade do Minho,D,0,0,96,36,37.5
914,9853,Educação Básica,3022,Instituto Politécnico de Beja,Escola Superior de Educação,0,0,13,9,69.2
915,9011,Biologia,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,86,64,74.4
916,9113,Engenharia Física,1103,Universidade do Porto,Faculdade de Ciências,0,0,49,46,93.9
917,9904,Arte Multimédia,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,73,52,71.2
918,9885,Engenharia Informática,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,1,0,7,5,71.4
919,L269,Engenharia de Sistemas e Tecnologias Informáticas,3083,Universidade do Algarve,Instituto Superior de Engenharia,0,0,4,4,100.0
920,9005,Animação Sociocultural,3091,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",0,0,3,3,100.0
921,9231,Relações Públicas e Comunicação Empresarial,3113,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,0,0,77,25,32.5
922,L143,Informática e Tecnologias Multimédia,3243,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Abrantes,0,0,4,4,100.0
923,8514,Gestão de Eventos,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,15,15,100.0
924,9119,Engenharia Informática,1000,Universidade do Minho,D,0,0,293,148,50.5
925,L209,Engenharia Eletrotécnica e de Computadores,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,10,10,100.0
926,9853,Educação Básica,3112,Instituto Politécnico de Lisboa,Escola Superior de Educação,0,0,222,78,35.1
927,9157,Gestão de Recursos Humanos,6800,ISCTE,Instituto Universitário de Lisboa,0,0,159,32,20.1
928,9238,Serviço Social,3022,Instituto Politécnico de Beja,Escola Superior de Educação,0,0,31,25,80.6
929,L024,Tecnologia e Gestão Ambiental,3061,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,0,0,3,3,100.0
930,8014,Serviço Social,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,1,0,15,12,80.0
931,9847,Medicina Veterinária,1509,Universidade de Lisboa,Faculdade de Medicina Veterinária,0,0,194,85,43.8
932,9223,Química,300,Universidade de Aveiro,D,0,0,6,6,100.0
