,codigo_estabelecimento,codigo_curso,estabelecimento,escola,curso,regime_pos_laboral,regime_noturno,media_Nota,media_PI,media_12º,media_10º/11º
619,1506,9917,Universidade de Lisboa,Faculdade de Letras,Estudos Portugueses,0,0,146.525,146.35,146.7,146.7
620,3032,8311,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,Engenharia em Desenvolvimento de Jogos Digitais,0,0,145.765,130.5,153.946,153.946
621,3043,9112,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Eletrotécnica e de Computadores,0,0,130.8,107.25,143.5,143.5
622,1503,9011,Universidade de Lisboa,Faculdade de Ciências,Biologia,0,0,168.082,166.149,170.006,170.006
623,3042,9563,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,Desporto,0,0,129.569,114.196,137.804,137.804
624,3092,9157,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Gestão de Recursos Humanos,0,0,130.622,116.5,138.196,138.196
625,3121,9254,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,Turismo,0,0,124.285,112.769,130.462,130.462
626,3054,L021,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,Gestão Comercial,0,0,129.245,118.636,134.909,134.909
627,3103,9243,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,Teatro,0,0,154.517,157.625,152.792,152.792
628,3042,9853,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,Educação Básica,0,0,130.207,116.708,137.472,137.472
629,3032,8409,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,Engenharia de Sistemas Informáticos,0,0,163.634,154.039,168.763,168.763
630,3087,9254,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",Turismo,0,0,121.752,106.68,129.84,129.84
631,1103,9011,Universidade do Porto,Faculdade de Ciências,Biologia,0,0,164.756,156.229,173.282,173.282
632,3134,9867,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial,1,0,154.446,145.0,159.5,159.5
633,3065,L305,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão e Biociências,0,0,131.158,113.417,140.667,140.667
634,3064,9770,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Engenharia Informática (Curso Europeu),0,0,147.925,128.675,158.25,158.25
635,501,9015,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Bioquímica,0,0,160.2,150.323,170.031,170.031
636,3065,9058,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Contabilidade e Administração,0,0,137.318,117.763,147.816,147.816
637,903,9113,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Engenharia Física,0,0,179.376,176.64,181.2,181.2
638,3033,9074,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,Design Industrial,0,0,160.449,154.846,163.436,163.436
639,300,L202,Universidade de Aveiro,D,Engenharia de Automação Industrial,0,0,137.7,122.775,152.575,152.575
640,904,9081,Universidade Nova de Lisboa,Faculdade de Economia,Economia,0,0,183.018,185.403,180.633,180.633
641,1516,9002,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Administração Pública,0,0,154.463,154.265,154.662,154.662
642,170,9081,Universidade dos Açores,Faculdade de Economia e Gestão,Economia,0,0,159.0,145.929,166.0,166.0
643,501,9146,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Geologia,0,0,125.6,111.88,139.32,139.32
644,3042,L088,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,Relações Lusófonas e Língua Portuguesa,0,0,131.1,115.667,139.333,139.333
645,3022,9238,Instituto Politécnico de Beja,Escola Superior de Educação,Serviço Social,0,0,129.154,113.615,137.481,137.481
646,3064,L209,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Engenharia Eletrotécnica e de Computadores,0,0,139.521,121.105,149.421,149.421
647,3065,9895,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão do Território,0,0,121.543,108.429,128.571,128.571
648,300,L217,Universidade de Aveiro,D,Engenharia de Computadores e Informática,0,0,158.571,153.475,163.66,163.66
649,3053,9089,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,Engenharia Civil,0,0,137.9,106.0,155.0,155.0
650,1000,9012,Universidade do Minho,D,Biologia e Geologia,0,0,143.029,125.041,155.02,155.02
651,1503,L204,Universidade de Lisboa,Faculdade de Ciências,Engenharia Biomédica e Biofísica,0,0,165.656,158.023,173.233,173.233
652,3103,8525,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,Design de Produto - Cerâmica e Vidro,0,0,151.736,155.32,149.76,149.76
653,3042,9084,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,Educação Social,0,0,130.56,117.425,137.589,137.589
654,1000,9089,Universidade do Minho,D,Engenharia Civil,0,0,163.271,149.118,172.706,172.706
655,1515,8377,Universidade de Lisboa,Instituto Superior de Agronomia,Engenharia Florestal e dos Recursos Naturais,0,0,134.371,120.071,148.571,148.571
656,6800,9119,ISCTE,Instituto Universitário de Lisboa,Engenharia Informática,0,0,168.648,173.025,164.272,164.272
657,6800,9098,ISCTE,Instituto Universitário de Lisboa,Engenharia de Telecomunicações e Informática,0,0,140.25,124.525,155.917,155.917
658,1506,9204,Universidade de Lisboa,Faculdade de Letras,"Línguas, Literaturas e Culturas",0,0,144.298,141.33,147.217,147.217
659,3105,9254,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,Turismo,0,0,132.735,121.878,138.551,138.551
660,3062,9254,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Turismo,0,0,146.151,133.743,152.8,152.8
661,3181,9853,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,Educação Básica,0,0,145.535,133.317,152.096,152.096
662,3043,9089,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Civil,0,0,144.65,124.5,155.5,155.5
663,3061,9085,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,Enfermagem Veterinária,0,0,160.427,148.233,166.967,166.967
664,3103,9457,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,Som e Imagem,0,0,153.976,147.0,157.687,157.687
665,300,L209,Universidade de Aveiro,D,Engenharia Eletrotécnica e de Computadores,0,0,150.711,132.652,162.75,162.75
666,3042,L175,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,Música em Contextos Comunitários,0,0,169.1,183.0,162.0,162.0
667,1000,9455,Universidade do Minho,D,Engenharia Biomédica,0,0,178.735,168.577,185.508,185.508
668,1503,L079,Universidade de Lisboa,Faculdade de Ciências,Tecnologias de Informação,0,0,156.02,153.246,158.785,158.785
669,1516,8109,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Sociologia,1,0,135.645,129.194,142.677,141.71
670,3062,9675,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Animação Socioeducativa,0,0,139.859,120.821,150.077,150.077
671,300,9204,Universidade de Aveiro,D,"Línguas, Literaturas e Culturas",0,0,153.386,145.179,158.857,158.857
672,1000,9126,Universidade do Minho,D,Engenharia Química e Biológica,0,0,161.566,140.939,175.317,175.317
673,1000,9127,Universidade do Minho,D,Engenharia Têxtil,0,0,146.691,122.5,162.818,162.818
674,1503,9385,Universidade de Lisboa,Faculdade de Ciências,Matemática Aplicada,0,0,174.057,177.292,170.818,170.818
675,7105,9745,Escola Superior Náutica Infante D. Henrique,D,Engenharia de Máquinas Marítimas,0,0,142.314,125.636,151.273,151.273
676,3095,9173,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,Gestão Hoteleira,0,0,134.155,112.909,145.545,145.545
677,3135,9125,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,Engenharia Química,0,0,151.062,126.481,164.283,164.283
678,1107,9240,Universidade do Porto,Faculdade de Letras,Sociologia,0,0,164.036,154.886,170.136,170.136
679,3053,9119,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,Engenharia Informática,0,0,142.134,131.938,147.594,147.594
680,3083,L269,Universidade do Algarve,Instituto Superior de Engenharia,Engenharia de Sistemas e Tecnologias Informáticas,0,0,130.771,120.143,136.429,136.429
681,3103,9007,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,Artes Plásticas,0,0,163.335,161.981,164.019,164.019
682,1107,9182,Universidade do Porto,Faculdade de Letras,História da Arte,0,0,162.589,159.605,164.579,164.579
683,1515,8258,Universidade de Lisboa,Instituto Superior de Agronomia,Arquitetura Paisagista,0,0,155.786,154.857,156.714,156.714
684,3092,L196,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Mecânica e Informática Industrial,0,0,129.847,105.067,143.133,143.133
685,603,9257,Universidade de Évora,Escola de Artes,Arquitetura,0,0,162.058,159.556,163.361,163.361
686,1105,9125,Universidade do Porto,Faculdade de Engenharia,Engenharia Química,0,0,173.327,163.484,183.127,183.127
687,1000,9104,Universidade do Minho,D,Engenharia e Gestão Industrial,0,0,181.326,172.419,187.265,187.265
688,1000,L218,Universidade do Minho,D,Engenharia Eletrónica Industrial e Computadores,0,0,141.873,121.551,155.42,155.42
689,3145,L008,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,Atividade Física e Estilos de Vida Saudáveis,0,0,130.184,112.28,142.12,142.12
690,1103,9385,Universidade do Porto,Faculdade de Ciências,Matemática Aplicada,0,0,177.284,176.764,177.8,177.8
691,3092,9119,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Engenharia Informática,0,0,133.444,112.722,144.556,144.556
692,3125,9003,Instituto Politécnico de Portalegre,Escola Superior de Biociências de Elvas,Agronomia,0,0,123.217,105.917,132.5,132.5
693,1000,8183,Universidade do Minho,D,Geografia e Planeamento,0,0,147.335,140.37,151.978,151.978
694,1111,9707,Universidade do Porto,Faculdade de Desporto,Ciências do Desporto,0,0,163.325,158.228,168.423,168.423
695,1516,9448,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Antropologia,0,0,139.756,133.146,146.366,146.366
696,3062,8093,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Animação Socioeducativa,1,0,124.787,112.533,131.333,131.333
697,3062,9731,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Desporto e Lazer,0,0,137.367,120.2,146.567,146.567
698,3153,9205,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,Marketing,0,0,151.211,140.8,156.782,156.782
699,3153,9630,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,Gestão de Sistemas de Informação,0,0,146.962,138.043,151.725,151.725
700,3134,9053,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Comunicação Empresarial,0,0,170.163,164.651,173.093,173.093
701,3021,9003,Instituto Politécnico de Beja,Escola Superior Agrária,Agronomia,0,0,137.789,124.333,145.0,145.0
702,3062,9668,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Gerontologia Social,0,0,135.207,124.293,141.049,141.049
703,501,L285,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Gestão de Cidades Sustentáveis e Inteligentes,0,0,131.433,122.25,140.617,140.617
704,1515,9099,Universidade de Lisboa,Instituto Superior de Agronomia,Engenharia do Ambiente,0,0,128.455,118.045,138.818,138.818
705,6800,9147,ISCTE,Instituto Universitário de Lisboa,Gestão,0,0,173.743,174.474,173.0,173.0
706,1109,9026,Universidade do Porto,Faculdade de Psicologia e de Ciências da Educação,Ciências da Educação,0,0,162.926,161.064,164.787,164.787
707,1000,L112,Universidade do Minho,D,Proteção Civil e Gestão do Território,0,0,140.295,127.238,149.0,149.0
708,501,9257,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Arquitetura,0,0,169.866,168.033,171.639,171.639
709,501,L209,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,0,0,141.297,127.068,155.47,155.47
710,903,L167,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Matemática Aplicada à Gestão do Risco,0,0,181.482,189.227,176.318,176.318
711,300,9455,Universidade de Aveiro,D,Engenharia Biomédica,0,0,172.534,165.357,179.657,179.657
712,1000,9056,Universidade do Minho,D,Contabilidade,0,0,170.789,173.0,169.314,169.314
713,7093,9500,Universidade dos Açores,Escola Superior de Saúde,Enfermagem,0,0,144.235,126.188,153.925,153.925
714,1103,L096,Universidade do Porto,Faculdade de Ciências,Engenharia Geoespacial,0,0,129.133,105.833,152.333,152.333
715,3065,9205,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Marketing,0,0,141.082,129.848,147.091,147.091
716,3121,9238,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,Serviço Social,0,0,128.15,113.875,135.8,135.8
717,6800,8366,ISCTE,Instituto Universitário de Lisboa,Informática e Gestão de Empresas,1,0,156.126,153.257,158.971,158.971
718,3043,A004,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",0,0,134.4,114.222,145.222,145.222
719,3043,9147,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,Gestão,0,0,141.828,127.117,149.712,149.712
720,1105,9540,Universidade do Porto,Faculdade de Engenharia,Bioengenharia,0,0,187.887,184.245,191.469,191.469
721,3043,L069,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,Tecnologia Biomédica,0,0,137.813,111.625,151.875,151.875
722,3063,9801,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Solicitadoria e Administração,0,0,155.626,145.439,161.076,161.076
723,3121,8014,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,Serviço Social,1,0,120.05,113.5,123.5,123.5
724,1000,8184,Universidade do Minho,D,Optometria e Ciências da Visão,0,0,140.757,117.174,156.478,156.478
725,3124,9147,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",Gestão,0,0,136.344,120.721,144.721,144.721
726,170,9254,Universidade dos Açores,Faculdade de Economia e Gestão,Turismo,0,0,137.125,125.292,143.458,143.458
727,3095,L061,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,Gestão do Turismo e da Hospitalidade,0,0,123.4,139.0,115.0,115.0
728,1516,8363,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Administração Pública e Políticas do Território,1,0,134.432,128.838,140.027,140.027
729,3153,8111,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos,1,0,134.328,120.326,141.826,141.826
730,5402,9070,Universidade do Porto,Faculdade de Belas-Artes,Design de Comunicação,0,0,184.035,185.895,182.175,182.175
731,1201,L237,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,Engenharia e Biotecnologia Florestal,0,0,147.55,121.5,161.5,161.5
732,3063,9152,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Gestão de Empresas,0,0,163.162,157.578,166.137,166.137
733,3095,9484,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,Restauração e Catering,0,0,129.333,119.333,134.667,134.667
734,300,9813,Universidade de Aveiro,D,Medicina,0,0,183.37,176.168,190.575,190.575
735,1000,9229,Universidade do Minho,D,Relações Internacionais,0,0,171.546,170.731,172.09,172.09
736,3113,9222,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,Publicidade e Marketing,0,0,165.283,164.933,165.633,165.633
737,1506,8104,Universidade de Lisboa,Faculdade de Letras,"Estudos Artísticos, variante de Artes do Espetáculo",0,0,161.94,165.18,158.7,158.7
738,1000,9209,Universidade do Minho,D,Matemática,0,0,179.036,180.818,177.848,177.848
739,1000,L078,Universidade do Minho,D,Criminologia e Justiça Criminal,0,0,173.789,169.314,176.771,176.771
740,3113,9231,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial,0,0,159.559,156.831,162.288,162.288
741,3063,9722,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Contabilidade e Gestão Pública,0,0,143.15,130.4,149.975,149.975
742,3135,8316,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,Engenharia de Sistemas,0,0,155.363,133.675,167.025,167.025
743,300,9219,Universidade de Aveiro,D,Psicologia,0,0,173.924,173.606,174.242,174.242
744,3145,9763,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,Gestão das Organizações Desportivas,0,0,139.365,125.435,148.652,148.652
745,501,9223,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Química,0,0,152.686,138.393,166.929,166.929
746,904,9147,Universidade Nova de Lisboa,Faculdade de Economia,Gestão,0,0,186.284,189.128,183.439,183.439
747,1000,9078,Universidade do Minho,D,Direito,0,0,178.975,175.009,181.618,181.618
748,3062,9898,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Arte e Design,0,0,169.309,172.121,167.758,167.758
749,3092,L283,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Ciência de Dados e Inteligência Artificial,0,0,144.3,131.75,151.0,151.0
750,3065,9147,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,Gestão,0,0,149.428,139.861,154.528,154.528
751,3135,9104,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,Engenharia e Gestão Industrial,0,0,179.875,166.988,186.8,186.8
752,3023,9119,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,Engenharia Informática,0,0,138.989,122.389,147.889,147.889
753,903,L209,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,0,0,146.481,129.075,158.084,158.084
754,1502,9070,Universidade de Lisboa,Faculdade de Belas-Artes,Design de Comunicação,0,0,169.631,165.375,173.833,173.833
755,1515,9129,Universidade de Lisboa,Instituto Superior de Agronomia,Engenharia Zootécnica,0,0,140.555,127.45,153.6,153.6
756,3023,9994,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,Gestão de Empresas,1,0,105.55,106.5,105.0,105.0
757,5402,8399,Universidade do Porto,Faculdade de Belas-Artes,Desenho,0,0,181.96,189.04,174.88,174.88
758,7105,9926,Escola Superior Náutica Infante D. Henrique,D,Gestão Portuária,0,0,148.338,141.095,152.19,152.19
759,3033,9873,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,Design Gráfico,1,0,151.379,137.929,158.571,158.571
760,1516,9023,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Ciências da Comunicação,0,0,169.237,167.316,171.158,171.158
761,7105,L118,Escola Superior Náutica Infante D. Henrique,D,Engenharia Eletrotécnica Marítima,0,0,154.7,139.6,162.8,162.8
762,1000,9192,Universidade do Minho,D,Línguas Aplicadas,0,0,167.196,174.431,162.373,162.373
763,1106,9494,Universidade do Porto,Faculdade de Farmácia,Ciências Farmacêuticas,0,0,163.537,145.103,178.594,178.594
764,6800,9448,ISCTE,Instituto Universitário de Lisboa,Antropologia,0,0,141.481,131.667,151.296,151.296
765,3064,9123,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Engenharia Mecânica,0,0,139.076,120.744,148.933,148.933
766,3153,9629,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística,0,0,142.398,132.34,147.766,147.766
767,3134,9227,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Recursos Humanos,0,0,167.943,160.696,171.804,171.804
768,3181,9054,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,Comunicação Social,0,0,139.659,127.625,146.109,146.109
769,903,9455,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Engenharia Biomédica,0,0,175.165,167.412,180.333,180.333
770,3043,9119,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Informática,0,0,135.317,113.806,146.861,146.861
771,1000,9015,Universidade do Minho,D,Bioquímica,0,0,167.272,153.639,176.361,176.361
772,3062,8114,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Turismo,1,0,127.232,112.364,135.182,135.182
773,1110,9813,Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,Medicina,0,0,189.27,183.837,194.71,194.71
774,3105,9848,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,Animação Turística,0,0,138.286,127.857,143.857,143.857
775,1000,9379,Universidade do Minho,D,Ciências do Ambiente,0,0,138.61,115.825,153.8,153.8
776,1000,L188,Universidade do Minho,D,Ciência de Dados,0,0,161.37,152.242,167.455,167.455
777,3023,9254,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,Turismo,0,0,124.048,109.238,132.0,132.0
778,501,9119,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Engenharia Informática,0,0,165.97,164.363,167.573,167.573
779,3181,9084,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,Educação Social,0,0,131.162,117.172,138.656,138.656
780,6800,8014,ISCTE,Instituto Universitário de Lisboa,Serviço Social,1,0,147.071,140.286,153.857,153.857
781,6800,9927,ISCTE,Instituto Universitário de Lisboa,História Moderna e Contemporânea,0,0,151.882,153.029,150.735,150.735
782,903,8036,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Conservação - Restauro,0,0,166.536,167.04,166.2,166.2
783,3105,L131,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,Gestão da Restauração e Catering,0,0,126.971,118.571,131.429,131.429
784,906,8259,Universidade Nova de Lisboa,Instituto Superior de Estatística e Gestão de Informação,Sistemas e Tecnologias de Informação,0,0,174.056,171.86,175.209,175.209
785,3064,9885,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Engenharia Informática,1,0,137.205,122.238,145.238,145.238
786,3091,9473,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",Educação Social Gerontológica,0,0,124.9,111.0,132.333,132.333
787,3061,L178,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,Turismo em Espaços Rurais e Naturais,0,0,120.56,106.3,128.2,128.2
788,3113,8439,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,Publicidade e Marketing,1,0,156.188,156.875,155.5,155.5
789,3145,9730,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,Desporto de Natureza e Turismo Ativo,0,0,126.891,110.5,137.818,137.818
790,502,9078,Universidade de Coimbra,Faculdade de Direito,Direito,0,0,175.635,174.847,176.424,176.424
791,1107,9023,Universidade do Porto,Faculdade de Letras,Ciências da Comunicação,0,0,176.051,167.627,181.667,181.667
792,1503,9113,Universidade de Lisboa,Faculdade de Ciências,Engenharia Física,0,0,168.6,164.113,173.025,173.025
793,1503,L096,Universidade de Lisboa,Faculdade de Ciências,Engenharia Geoespacial,0,0,139.257,125.0,153.429,153.429
794,3054,9147,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,Gestão,0,0,126.316,113.839,133.0,133.0
795,3092,9205,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Marketing,0,0,138.241,131.031,142.094,142.094
796,3103,L127,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,Programação e Produção Cultural,0,0,141.517,133.609,145.739,145.739
797,3181,9347,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,Artes Plásticas e Multimédia,0,0,144.578,138.489,147.822,147.822
798,501,9011,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Biologia,0,0,153.86,145.7,162.01,162.01
799,3134,9716,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional,0,0,169.514,162.457,173.286,173.286
800,3153,9157,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos,0,0,148.128,133.019,156.222,156.222
801,504,9832,Universidade de Coimbra,Faculdade de Farmácia,Farmácia Biomédica,0,0,150.087,129.817,163.6,163.6
802,3063,9061,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Contabilidade e Auditoria,0,0,146.499,135.355,152.461,152.461
803,3105,9013,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,Biologia Marinha,0,0,139.568,123.32,148.28,148.28
804,1516,8014,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Serviço Social,1,0,142.031,135.5,148.563,148.563
805,3153,9627,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,Contabilidade e Finanças,0,0,146.711,138.0,151.368,151.368
806,501,9141,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Física,0,0,171.21,166.925,175.45,175.45
807,3043,9186,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,Informática de Gestão,0,0,133.8,100.0,152.0,152.0
808,1000,9123,Universidade do Minho,D,Engenharia Mecânica,0,0,176.051,166.241,182.59,182.59
809,3053,9104,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,Engenharia e Gestão Industrial,0,0,132.2,99.0,150.0,150.0
810,1105,9089,Universidade do Porto,Faculdade de Engenharia,Engenharia Civil,0,0,156.93,143.364,170.446,170.446
811,1502,9754,Universidade de Lisboa,Faculdade de Belas-Artes,Escultura,0,0,156.764,150.218,163.255,163.255
812,1503,9209,Universidade de Lisboa,Faculdade de Ciências,Matemática,0,0,163.8,164.04,163.56,163.56
813,6800,9019,ISCTE,Instituto Universitário de Lisboa,Ciência Política,0,0,168.655,170.476,166.833,166.833
814,3062,9853,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Educação Básica,0,0,155.671,142.643,162.661,162.661
815,6800,L188,ISCTE,Instituto Universitário de Lisboa,Ciência de Dados,0,0,167.39,164.336,169.426,169.426
816,3064,9105,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Engenharia Eletromecânica,0,0,141.95,131.125,147.75,147.75
817,1103,9015,Universidade do Porto,Faculdade de Ciências,Bioquímica,0,0,172.56,164.185,180.935,180.935
818,903,9224,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Química Aplicada,0,0,157.893,140.933,169.2,169.2
819,3061,9016,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,Biotecnologia,0,0,140.095,116.318,152.864,152.864
820,903,9015,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Bioquímica,0,0,168.47,162.594,172.388,172.388
821,1000,9223,Universidade do Minho,D,Química,0,0,147.933,127.333,161.667,161.667
822,3062,9717,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Comunicação Organizacional,0,0,153.891,142.349,160.07,160.07
823,501,9455,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Engenharia Biomédica,0,0,172.042,164.195,179.844,179.844
824,504,9494,Universidade de Coimbra,Faculdade de Farmácia,Ciências Farmacêuticas,0,0,161.636,142.198,174.594,174.594
825,1103,L227,Universidade do Porto,Faculdade de Ciências,Inteligência Artificial e Ciência de Dados,0,0,188.472,189.542,187.4,187.4
826,1502,L010,Universidade de Lisboa,Faculdade de Belas-Artes,Ciências da Arte e do Património,0,0,159.973,154.15,165.733,165.733
