,codigo_estabelecimento,codigo_curso,estabelecimento,escola,curso,regime_pos_laboral,regime_noturno,media_Nota,media_PI,media_12º,media_10º/11º
827,3105,9178,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,Gestão Turística e Hoteleira,0,0,133.221,114.526,143.263,143.263
828,1105,9096,Universidade do Porto,Faculdade de Engenharia,Engenharia de Materiais,0,0,165.681,153.611,177.704,177.704
829,3121,9853,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,Educação Básica,0,0,134.476,124.12,140.04,140.04
830,3124,9119,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",Engenharia Informática,0,0,155.043,151.071,157.143,157.143
831,1000,8427,Universidade do Minho,D,Educação,1,0,142.856,134.0,148.76,148.76
832,1000,9023,Universidade do Minho,D,Ciências da Comunicação,0,0,175.369,171.769,177.769,177.769
833,1110,9708,Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,Ciências do Meio Aquático,0,0,160.229,146.914,173.543,173.543
834,906,L188,Universidade Nova de Lisboa,Instituto Superior de Estatística e Gestão de Informação,Ciência de Dados,0,0,181.209,182.411,180.533,180.533
835,1000,9817,Universidade do Minho,D,Artes Visuais,0,0,172.25,177.269,167.231,167.231
836,3064,L155,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Gestão Sustentável das Cidades,0,0,128.606,111.806,137.613,137.613
837,3091,9652,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",Comunicação e Relações Públicas,0,0,128.503,115.459,135.486,135.486
838,7055,9504,Instituto Politécnico de Portalegre,Escola Superior de Saúde,Fisioterapia,0,0,145.788,124.46,157.24,157.24
839,903,9209,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Matemática,0,0,171.64,171.96,171.32,171.32
840,300,9209,Universidade de Aveiro,D,Matemática,0,0,163.384,156.743,167.811,167.811
841,1503,9119,Universidade de Lisboa,Faculdade de Ciências,Engenharia Informática,0,0,166.844,167.748,165.933,165.933
842,1506,9040,Universidade de Lisboa,Faculdade de Letras,Ciências da Linguagem,0,0,143.906,140.938,146.875,146.875
843,1516,9229,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais,0,0,173.379,174.371,172.386,172.386
844,3181,9681,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,Artes Performativas,0,0,138.55,123.75,146.5,146.5
845,501,9113,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Engenharia Física,0,0,163.521,156.721,170.265,170.265
846,1506,9181,Universidade de Lisboa,Faculdade de Letras,História,0,0,165.041,167.475,162.607,162.607
847,3042,9898,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,Arte e Design,0,0,144.341,137.857,147.804,147.804
848,3135,9098,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,Engenharia de Telecomunicações e Informática,0,0,154.31,127.463,168.75,168.75
849,1000,8494,Universidade do Minho,D,Design de Produto,0,0,168.891,164.879,172.879,172.879
850,1000,9002,Universidade do Minho,D,Administração Pública,0,0,166.141,166.207,166.098,166.098
851,1506,L288,Universidade de Lisboa,Faculdade de Letras,Estudos de Cultura e Comunicação Intercultural,0,0,159.991,168.232,151.75,151.75
852,3112,L134,Instituto Politécnico de Lisboa,Escola Superior de Educação,Mediação Artística e Cultural,0,0,139.036,133.679,144.393,144.393
853,3023,9152,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,Gestão de Empresas,0,0,135.1,120.111,143.139,143.139
854,1506,8458,Universidade de Lisboa,Faculdade de Letras,Estudos Gerais,0,0,163.605,163.5,163.71,163.71
855,1519,9121,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),Engenharia Informática e de Computadores,0,0,179.261,184.489,174.033,174.033
856,501,9125,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Engenharia Química,0,0,142.161,126.457,157.826,157.826
857,1105,L224,Universidade do Porto,Faculdade de Engenharia,Engenharia Informática e Computação,0,0,181.094,175.641,186.5,186.5
858,3105,9016,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,Biotecnologia,0,0,138.823,124.9,146.3,146.3
859,3125,9130,Instituto Politécnico de Portalegre,Escola Superior de Biociências de Elvas,Equinicultura,0,0,139.96,117.9,151.8,151.8
860,1000,9257,Universidade do Minho,D,Arquitetura,0,0,182.712,187.509,177.911,177.911
861,1515,9011,Universidade de Lisboa,Instituto Superior de Agronomia,Biologia,0,0,148.482,137.618,159.289,159.289
862,3083,9123,Universidade do Algarve,Instituto Superior de Engenharia,Engenharia Mecânica,0,0,151.814,140.679,157.786,157.786
863,504,9819,Universidade de Coimbra,Faculdade de Farmácia,Ciências Bioanalíticas,0,0,141.104,115.87,157.926,157.926
864,1502,8399,Universidade de Lisboa,Faculdade de Belas-Artes,Desenho,0,0,172.637,170.537,174.685,174.685
865,3063,8519,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Secretariado de Direção e Administração,0,0,147.318,145.364,149.273,149.273
866,1000,9096,Universidade do Minho,D,Engenharia de Materiais,0,0,151.785,131.741,165.148,165.148
867,3092,L335,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Design de Equipamento e Ambientes,0,0,140.847,132.737,145.158,145.158
868,3103,8126,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,Design Gráfico e Multimédia,1,0,140.833,131.233,145.967,145.967
869,1107,9040,Universidade do Porto,Faculdade de Letras,Ciências da Linguagem,0,0,152.925,145.0,158.208,158.208
870,5402,9007,Universidade do Porto,Faculdade de Belas-Artes,Artes Plásticas,0,0,180.766,181.719,179.813,179.813
871,1320,9500,Universidade da Madeira,Escola Superior de Saúde,Enfermagem,0,0,154.131,135.442,172.808,172.808
872,3063,L023,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Marketing e Negócios Internacionais,0,0,155.905,148.534,159.828,159.828
873,1107,L251,Universidade do Porto,Faculdade de Letras,Literatura e Estudos Interartes,0,0,164.7,154.714,171.357,171.357
874,3092,9056,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Contabilidade,0,0,125.813,112.875,132.75,132.75
875,1103,9146,Universidade do Porto,Faculdade de Ciências,Geologia,0,0,139.348,123.545,155.152,155.152
876,1506,9133,Universidade de Lisboa,Faculdade de Letras,Estudos Clássicos,0,0,138.684,126.105,151.263,151.263
877,1000,9813,Universidade do Minho,D,Medicina,0,0,187.129,181.822,192.443,192.443
878,1506,8413,Universidade de Lisboa,Faculdade de Letras,Artes e Humanidades,0,0,152.008,147.159,156.857,156.857
879,3105,8514,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,Gestão de Eventos,0,0,135.588,120.192,143.846,143.846
880,3064,9455,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Engenharia Biomédica,0,0,150.829,130.354,161.833,161.833
881,1103,8258,Universidade do Porto,Faculdade de Ciências,Arquitetura Paisagista,0,0,162.86,157.68,168.04,168.04
882,3091,9853,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",Educação Básica,0,0,133.68,119.571,141.257,141.257
883,3113,8438,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,Relações Públicas e Comunicação Empresarial,1,0,151.172,145.966,156.379,156.379
884,300,9351,Universidade de Aveiro,D,Ciências Biomédicas,0,0,177.368,172.182,182.506,182.506
885,3124,9991,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",Gestão,1,0,129.9,111.0,140.0,140.0
886,501,9448,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Antropologia,0,0,134.989,125.745,144.234,144.234
887,3063,8029,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Finanças e Contabilidade,0,0,150.674,145.742,153.29,153.29
888,3091,8339,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",Comunicação Multimédia,0,0,132.117,122.886,137.057,137.057
889,3124,L308,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",Design de Animação,0,0,156.113,154.563,156.906,156.906
890,3043,9123,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,Engenharia Mecânica,0,0,136.2,117.0,146.5,146.5
891,3134,L070,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Criatividade e Inovação Empresarial,0,0,163.194,159.0,165.406,165.406
892,3135,9089,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,Engenharia Civil,0,0,148.806,123.667,162.333,162.333
893,300,9196,Universidade de Aveiro,D,Línguas e Relações Empresariais,0,0,161.408,153.211,166.873,166.873
894,1000,9141,Universidade do Minho,D,Física,0,0,142.213,129.733,150.533,150.533
895,1516,8364,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Relações Internacionais,1,0,158.75,156.315,161.185,161.185
896,1502,9904,Universidade de Lisboa,Faculdade de Belas-Artes,Arte Multimédia,0,0,161.219,156.692,165.685,165.685
897,3103,9729,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,Design Gráfico e Multimédia,0,0,159.449,158.123,160.123,160.123
898,502,8067,Universidade de Coimbra,Faculdade de Direito,Administração Público-Privada,0,0,171.69,175.452,167.929,167.929
899,1000,9853,Universidade do Minho,D,Educação Básica,0,0,162.965,152.508,169.935,169.935
900,1503,9146,Universidade de Lisboa,Faculdade de Ciências,Geologia,0,0,144.372,135.892,152.851,152.851
901,6800,9240,ISCTE,Instituto Universitário de Lisboa,Sociologia,0,0,154.23,150.984,157.476,157.476
902,903,9116,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Engenharia Geológica,0,0,144.825,124.875,158.125,158.125
903,1103,9696,Universidade do Porto,Faculdade de Ciências,Ciência de Computadores,0,0,171.781,169.281,174.281,174.281
904,1000,9139,Universidade do Minho,D,Filosofia,0,0,160.844,153.556,165.704,165.704
905,1506,9182,Universidade de Lisboa,Faculdade de Letras,História da Arte,0,0,157.634,158.878,156.39,156.39
906,1000,9147,Universidade do Minho,D,Gestão,0,0,180.964,178.309,182.734,182.734
907,1503,9212,Universidade de Lisboa,Faculdade de Ciências,"Meteorologia, Oceanografia e Geofísica",0,0,128.896,115.522,142.261,142.261
908,3087,9148,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",Gestão,0,1,125.9,114.167,132.167,132.167
909,3113,9191,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,Jornalismo,0,0,164.098,159.902,168.295,168.295
910,1000,9134,Universidade do Minho,D,Estudos Culturais,0,0,158.295,157.238,159.0,159.0
911,1000,L147,Universidade do Minho,D,Estudos Orientais: Estudos Chineses e Japoneses,0,0,157.735,162.1,154.825,154.825
912,3062,9894,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Comunicação e Design Multimédia,0,0,154.615,138.026,163.513,163.513
913,3181,9930,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,Publicidade e Relações Públicas,0,0,136.697,124.735,143.103,143.103
914,300,9853,Universidade de Aveiro,D,Educação Básica,0,0,155.384,149.96,160.76,160.76
915,3083,9089,Universidade do Algarve,Instituto Superior de Engenharia,Engenharia Civil,0,0,156.371,142.429,163.857,163.857
916,1105,L236,Universidade do Porto,Faculdade de Engenharia,Engenharia de Minas e Geo-Ambiente,0,0,133.5,117.75,149.2,149.2
917,3063,L310,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Ciência de Dados para a Gestão,0,0,144.389,127.972,153.194,153.194
918,1515,9086,Universidade de Lisboa,Instituto Superior de Agronomia,Engenharia Agronómica,0,0,140.452,130.022,150.826,150.826
919,1000,8358,Universidade do Minho,D,Direito,1,0,171.375,164.438,176.0,176.0
920,3061,L003,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,Zootecnia,0,0,141.338,128.0,148.5,148.5
921,1201,9086,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,Engenharia Agronómica,0,0,141.0,124.0,150.125,150.125
922,911,9078,Universidade Nova de Lisboa,Faculdade de Direito,Direito,0,0,179.228,174.035,182.69,182.69
923,1506,9135,Universidade de Lisboa,Faculdade de Letras,Estudos Europeus,0,0,159.895,160.316,159.474,159.474
924,1516,9019,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Ciência Política,0,0,165.933,167.756,164.111,164.111
925,1506,L097,Universidade de Lisboa,Faculdade de Letras,Estudos Comparatistas,0,0,137.063,129.25,144.875,144.875
926,1516,8111,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos,1,0,149.577,145.712,153.442,153.442
927,3061,L015,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,Tecnologia Alimentar,0,0,128.775,107.625,140.125,140.125
928,3064,9119,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Engenharia Informática,0,0,154.438,145.029,159.464,159.464
929,3243,9123,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Abrantes,Engenharia Mecânica,0,0,132.3,125.5,136.0,136.0
930,1000,9785,Universidade do Minho,D,Negócios Internacionais,0,0,170.394,160.794,176.794,176.794
931,300,L187,Universidade de Aveiro,D,Gestão e Planeamento em Turismo,0,0,151.446,143.577,156.692,156.692
932,1503,9226,Universidade de Lisboa,Faculdade de Ciências,Química Tecnológica,0,0,132.808,119.208,146.333,146.333
933,170,9147,Universidade dos Açores,Faculdade de Economia e Gestão,Gestão,0,0,143.658,128.511,151.778,151.778
934,603,9069,Universidade de Évora,Escola de Artes,Design,0,0,165.311,165.541,165.162,165.162
935,1519,9104,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),Engenharia e Gestão Industrial,0,0,176.477,172.432,180.469,180.469
936,1103,9209,Universidade do Porto,Faculdade de Ciências,Matemática,0,0,181.47,182.598,180.339,180.339
937,1502,9790,Universidade de Lisboa,Faculdade de Belas-Artes,Pintura,0,0,172.541,169.295,175.732,175.732
938,206,9351,Universidade do Algarve,Faculdade de Medicina e Ciências Biomédicas,Ciências Biomédicas,0,0,160.755,144.991,169.226,169.226
939,501,9891,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Design e Multimédia,0,0,163.838,168.743,158.932,158.932
940,300,9223,Universidade de Aveiro,D,Química,0,0,158.733,151.833,163.333,163.333
941,1000,9243,Universidade do Minho,D,Teatro,0,0,157.338,156.808,157.692,157.692
942,1000,9353,Universidade do Minho,D,Educação,0,0,156.335,147.288,162.365,162.365
943,1503,L214,Universidade de Lisboa,Faculdade de Ciências,Engenharia da Energia e Ambiente,0,0,140.229,127.786,152.619,152.619
944,3042,9933,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,Animação e Produção Artística,0,0,138.762,131.0,142.905,142.905
945,1309,8083,Universidade da Madeira,Faculdade de Ciências da Vida,Ciclo Básico de Medicina,0,0,181.629,174.345,188.921,188.921
946,603,9243,Universidade de Évora,Escola de Artes,Teatro,0,0,150.418,149.409,150.909,150.909
947,1506,9131,Universidade de Lisboa,Faculdade de Letras,Estudos Africanos,0,0,131.452,125.952,136.952,136.952
948,1000,9917,Universidade do Minho,D,Estudos Portugueses,0,0,147.294,136.344,154.594,154.594
949,1516,9157,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Gestão de Recursos Humanos,0,0,161.152,161.864,160.439,160.439
950,903,L231,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Engenharia de Micro e Nanotecnologias,0,0,139.256,123.977,149.442,149.442
951,3091,9563,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",Desporto,0,0,131.612,114.353,140.863,140.863
952,501,9089,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Engenharia Civil,0,0,140.187,125.141,155.179,155.179
953,501,9104,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Engenharia e Gestão Industrial,0,0,165.218,155.018,175.368,175.368
954,1000,9240,Universidade do Minho,D,Sociologia,0,0,154.94,145.825,161.018,161.018
955,3092,9855,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Energia e Ambiente,0,0,113.9,97.0,123.0,123.0
956,501,8408,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Química Medicinal,0,0,136.057,119.571,152.5,152.5
957,903,9099,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Engenharia do Ambiente,0,0,145.244,131.319,154.528,154.528
958,1000,9098,Universidade do Minho,D,Engenharia de Telecomunicações e Informática,0,0,137.406,114.389,152.75,152.75
959,903,9348,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Biologia Celular e Molecular,0,0,177.031,171.538,180.692,180.692
960,3032,9104,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,Engenharia e Gestão Industrial,0,0,149.238,127.906,160.688,160.688
961,3092,9147,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,Gestão,0,0,133.982,117.982,142.564,142.564
962,603,9347,Universidade de Évora,Escola de Artes,Artes Plásticas e Multimédia,0,0,152.553,160.118,148.441,148.441
963,1105,9099,Universidade do Porto,Faculdade de Engenharia,Engenharia do Ambiente,0,0,153.824,138.5,169.088,169.088
964,1000,9081,Universidade do Minho,D,Economia,0,0,176.074,171.863,178.881,178.881
965,3091,9005,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",Animação Sociocultural,0,0,127.744,114.444,134.889,134.889
966,508,9707,Universidade de Coimbra,Faculdade de Ciências do Desporto e Educação Física,Ciências do Desporto,0,0,147.088,129.236,156.667,156.667
967,3064,9089,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Engenharia Civil,0,0,135.379,112.429,147.714,147.714
968,3103,9074,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,Design Industrial,0,0,154.689,149.464,157.464,157.464
969,1105,L209,Universidade do Porto,Faculdade de Engenharia,Engenharia Eletrotécnica e de Computadores,0,0,164.215,153.415,174.965,174.965
970,1503,9223,Universidade de Lisboa,Faculdade de Ciências,Química,0,0,161.1,154.037,168.111,168.111
971,3054,9002,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,Administração Pública,0,0,126.85,113.833,133.833,133.833
972,3243,L143,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Abrantes,Informática e Tecnologias Multimédia,0,0,132.35,109.75,144.5,144.5
973,501,L192,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,Engenharia e Ciência de Dados,0,0,160.095,153.463,166.725,166.725
974,3134,9866,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Comércio Internacional,1,0,154.1,145.292,158.792,158.792
975,1516,9238,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Serviço Social,0,0,151.318,147.145,155.491,155.491
976,1102,9257,Universidade do Porto,Faculdade de Arquitetura,Arquitetura,0,0,187.859,192.863,182.855,182.855
977,3032,L181,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,Engenharia Informática Médica,0,0,141.762,128.327,148.962,148.962
978,906,9155,Universidade Nova de Lisboa,Instituto Superior de Estatística e Gestão de Informação,Gestão de Informação,0,0,177.55,180.197,176.091,176.091
979,3112,9005,Instituto Politécnico de Lisboa,Escola Superior de Educação,Animação Sociocultural,0,0,144.259,139.862,148.655,148.655
980,3121,9084,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,Educação Social,0,0,128.66,113.24,136.92,136.92
981,3135,9110,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,0,0,143.849,118.944,157.244,157.244
982,7105,9924,Escola Superior Náutica Infante D. Henrique,D,Gestão de Transportes e Logística,0,0,144.527,136.463,148.829,148.829
983,3042,9082,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,Educação Ambiental,0,0,138.133,116.667,149.667,149.667
984,3033,L260,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,Design Audiovisual,0,0,163.642,157.871,166.71,166.71
985,3134,9043,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Ciências e Tecnologias da Documentação e Informação,0,0,152.232,141.4,158.04,158.04
986,3134,9009,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Assessoria e Tradução,0,0,164.305,167.127,162.745,162.745
987,3032,9112,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,Engenharia Eletrotécnica e de Computadores,0,0,132.842,111.868,144.105,144.105
988,3135,9117,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,Engenharia Geotécnica e Geoambiente,0,0,135.227,111.467,148.0,148.0
989,3063,9186,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,Informática de Gestão,0,0,142.266,127.098,150.39,150.39
990,3145,L034,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,"Desporto, Condição Física e Saúde",0,0,133.848,118.44,144.121,144.121
991,3062,8342,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Comunicação Organizacional,1,0,139.237,122.148,148.407,148.407
992,6800,9189,ISCTE,Instituto Universitário de Lisboa,Informática e Gestão de Empresas,0,0,166.385,168.925,163.833,163.833
993,7105,9121,Escola Superior Náutica Infante D. Henrique,D,Engenharia Informática e de Computadores,0,0,138.35,118.458,149.028,149.028
994,300,L298,Universidade de Aveiro,D,"Meteorologia, Oceanografia e Clima",0,0,134.029,119.118,148.941,148.941
995,1000,9019,Universidade do Minho,D,Ciência Política,0,0,164.903,160.935,167.548,167.548
996,1000,L229,Universidade do Minho,D,Engenharia de Polímeros,0,0,143.53,121.975,157.9,157.9
997,6800,8029,ISCTE,Instituto Universitário de Lisboa,Finanças e Contabilidade,0,0,165.599,163.382,167.792,167.792
998,3043,9056,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,Contabilidade,0,0,125.341,109.415,133.878,133.878
999,3153,9993,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística,1,0,128.388,116.122,134.959,134.959
1000,1107,9694,Universidade do Porto,Faculdade de Letras,Ciência da Informação,0,0,154.383,144.745,160.809,160.809
1001,3062,9054,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Comunicação Social,0,0,158.308,144.342,165.789,165.789
1002,1516,8102,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,Administração Pública,1,0,142.134,137.22,147.049,147.049
1003,3112,9853,Instituto Politécnico de Lisboa,Escola Superior de Educação,Educação Básica,0,0,158.484,154.278,162.644,162.644
1004,1000,9119,Universidade do Minho,D,Engenharia Informática,0,0,178.411,177.606,178.947,178.947
1005,1000,L215,Universidade do Minho,D,Engenharia e Gestão de Sistemas de Informação,0,0,157.643,145.191,165.943,165.943
1006,1519,9912,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),Engenharia Eletrónica,0,0,143.871,132.625,155.083,155.083
1007,3064,9540,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,Bioengenharia,0,0,151.293,133.857,160.643,160.643
1008,7055,9500,Instituto Politécnico de Portalegre,Escola Superior de Saúde,Enfermagem,0,0,130.785,114.063,139.75,139.75
1009,1103,9086,Universidade do Porto,Faculdade de Ciências,Engenharia Agronómica,0,0,134.492,114.542,154.417,154.417
1010,3033,9470,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,Design Gráfico,0,0,167.97,165.773,169.114,169.114
1011,3134,8005,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Marketing,1,0,157.293,142.655,165.138,165.138
1012,507,9026,Universidade de Coimbra,Faculdade de Psicologia e de Ciências da Educação,Ciências da Educação,0,0,155.61,154.192,157.027,157.027
1013,1107,9181,Universidade do Porto,Faculdade de Letras,História,0,0,174.766,173.481,175.623,175.623
1014,7055,9556,Instituto Politécnico de Portalegre,Escola Superior de Saúde,Higiene Oral,0,0,141.653,122.5,151.933,151.933
1015,903,9104,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,Engenharia e Gestão Industrial,0,0,168.345,159.591,174.182,174.182
1016,1103,9223,Universidade do Porto,Faculdade de Ciências,Química,0,0,145.955,126.0,165.85,165.85
1017,1103,9113,Universidade do Porto,Faculdade de Ciências,Engenharia Física,0,0,166.378,156.3,176.4,176.4
1018,1201,9129,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,Engenharia Zootécnica,0,0,148.8,126.125,161.0,161.0
1019,1503,9141,Universidade de Lisboa,Faculdade de Ciências,Física,0,0,168.828,161.75,175.875,175.875
1020,3062,9774,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,Língua Gestual Portuguesa,0,0,132.381,119.226,139.419,139.419
1021,1201,9847,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,Medicina Veterinária,0,0,170.263,151.661,180.269,180.269
1022,1309,9011,Universidade da Madeira,Faculdade de Ciências da Vida,Biologia,0,0,134.345,120.15,145.9,145.9
1023,1105,L221,Universidade do Porto,Faculdade de Engenharia,Engenharia Aeroespacial,0,0,193.107,191.333,194.833,194.833
1024,3134,9205,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Marketing,0,0,167.824,158.711,172.689,172.689
1025,1103,9141,Universidade do Porto,Faculdade de Ciências,Física,0,0,164.371,153.676,175.029,175.029
1026,1506,9252,Universidade de Lisboa,Faculdade de Letras,Tradução,0,0,153.892,153.695,154.034,154.034
1027,3134,9058,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,Contabilidade e Administração,0,0,158.749,148.947,163.991,163.991
1028,1107,9139,Universidade do Porto,Faculdade de Letras,Filosofia,0,0,162.429,157.236,165.891,165.891
1029,3124,9070,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",Design de Comunicação,0,0,134.422,125.926,138.963,138.963
1030,3161,9003,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,Agronomia,0,0,135.963,108.188,150.875,150.875
1031,3162,9853,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,Educação Básica,0,0,151.744,138.492,158.869,158.869
1032,7040,9549,Instituto Politécnico da Guarda,Escola Superior de Saúde da Guarda,Farmácia,0,0,127.035,110.941,137.765,137.765
1033,3135,9123,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,Engenharia Mecânica,0,0,170.681,156.229,178.442,178.442
1034,3152,L124,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,Tecnologias do Ambiente e do Mar,0,0,129.106,110.969,138.844,138.844
1035,7080,9500,Universidade de Trás-os-Montes e Alto Douro,Escola Superior de Saúde,Enfermagem,0,0,148.808,126.858,163.442,163.442
1036,3152,9092,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,"Engenharia de Automação, Controlo e Instrumentação",0,0,135.0,111.5,147.667,147.667
1037,7020,L068,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,Ciências Biomédicas Laboratoriais,0,0,136.263,114.542,147.917,147.917
1038,3242,9644,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,Design e Tecnologia das Artes Gráficas,0,0,138.276,132.826,141.174,141.174
1039,7040,L101,Instituto Politécnico da Guarda,Escola Superior de Saúde da Guarda,Biotecnologia Medicinal,0,0,125.671,112.857,134.214,134.214
